Player,Link,BirthDate,T,B,Team
Norimoto Takahiro,https://npb.jp/bis/eng/players/51055137.html,Dec. 17 1990,R,L,Rakuten Eagles
Numata Shohei,https://npb.jp/bis/eng/players/61265138.html,Jun. 24 2000,R,R,Yakult Swallows
Obata Ryuhei,https://npb.jp/bis/eng/players/31535138.html,Sep. 21 2000,R,L,Hanshin Tigers
Oda Gouki,https://npb.jp/bis/eng/players/71575159.html,Aug. 3 2000,L,L,Chunichi Dragons
Oda Yuya,https://npb.jp/bis/eng/players/31535130.html,Nov. 4 1989,R,L,ORIX Buffaloes
Odor Rougned,https://npb.jp/bis/eng/players/63565159.html,Feb. 3 1994,R,L,Yomiuri Giants
Ogasawara Shinnosuke,https://npb.jp/bis/eng/players/71575132.html,Oct. 8 1997,L,L,Chunichi Dragons
Ogasawara Sou,https://npb.jp/bis/eng/players/31535159.html,Oct. 20 2005,R,L,DeNA BayStars
Ogata Riku,https://npb.jp/bis/eng/players/81585153.html,Sep. 22 1998,R,L,SoftBank Hawks
Ogata Shuto,https://npb.jp/bis/eng/players/61365136.html,May 15 1999,R,L,SoftBank Hawks
Ogawa Ippei,https://npb.jp/bis/eng/players/11715151.html,Jun. 3 1997,R,R,Hanshin Tigers
Ogawa Ryusei,https://npb.jp/bis/eng/players/11715153.html,Apr. 5 1998,R,L,Lotte Marines
Ogawa Yasuhiro,https://npb.jp/bis/eng/players/11515137.html,May 16 1990,R,R,Yakult Swallows
Ogino Takashi,https://npb.jp/bis/eng/players/71575131.html,Oct. 21 1985,R,R,Lotte Marines
Ogoh Yuya,https://npb.jp/bis/eng/players/81385138.html,Aug. 3 1996,R,L,Rakuten Eagles
Ohe Kaito,https://npb.jp/bis/eng/players/61365159.html,Jan. 13 2000,L,L,ORIX Buffaloes
Ohe Ryusei,https://npb.jp/bis/eng/players/71375134.html,Jan. 15 1999,L,L,Yomiuri Giants
Ohizumi Shuya,https://npb.jp/bis/eng/players/21325159.html,Sep. 16 1999,L,L,SoftBank Hawks
Ohmichi Haruki,https://npb.jp/bis/eng/players/41545153.html,Jan. 20 1999,R,R,Hiroshima Carp
Ohmori Minoru,https://npb.jp/bis/eng/players/21325138.html,Aug. 31 1996,R,L,Hiroshima Carp
Ohnishi Hiroki,https://npb.jp/bis/eng/players/41545151.html,Nov. 8 1997,R,R,Yakult Swallows
Ohno Kazuo,https://npb.jp/bis/eng/players/21325157.html,Aug. 6 2004,L,L,SoftBank Hawks
Ohno Yudai,https://npb.jp/bis/eng/players/11515133.html,Sep. 26 1988,L,L,Chunichi Dragons
Ohnuki Shinichi,https://npb.jp/bis/eng/players/01305138.html,Feb. 3 1994,R,R,DeNA BayStars
Ohsato Kosei,https://npb.jp/bis/eng/players/01305155.html,Jul. 7 1999,R,L,ORIX Buffaloes
Ohsera Daichi,https://npb.jp/bis/eng/players/61365139.html,Jun. 17 1991,R,R,Hiroshima Carp
Ohshima Yohei,https://npb.jp/bis/eng/players/01305131.html,Nov. 9 1985,L,L,Chunichi Dragons
Ohshiro Gen,https://npb.jp/bis/eng/players/91395157.html,Jul. 12 2004,R,R,Yomiuri Giants
Ohshiro Koji,https://npb.jp/bis/eng/players/11515132.html,Jun. 14 1993,R,R,ORIX Buffaloes
Ohshiro Shinno,https://npb.jp/bis/eng/players/01505153.html,Nov. 24 2002,L,L,SoftBank Hawks
Ohshiro Takumi,https://npb.jp/bis/eng/players/21325136.html,Feb. 11 1993,R,L,Yomiuri Giants
Ohshita Seiichiro,https://npb.jp/bis/eng/players/91595151.html,Nov. 3 1997,R,R,Lotte Marines
Ohta Hikaru,https://npb.jp/bis/eng/players/71375138.html,Oct. 14 1996,R,R,Rakuten Eagles
Ohta Kengo,https://npb.jp/bis/eng/players/81385130.html,Jan. 19 1997,R,L,Yakult Swallows
Ohta Ryo,https://npb.jp/bis/eng/players/91395138.html,Feb. 14 2001,R,R,ORIX Buffaloes
Ohta Taishi,https://npb.jp/bis/eng/players/41345118.html,Jun. 9 1990,R,R,DeNA BayStars
Ohtake Fuga,https://npb.jp/bis/eng/players/21325155.html,Aug. 22 1999,R,L,SoftBank Hawks
Ohtake Koutaro,https://npb.jp/bis/eng/players/41345136.html,Jun. 29 1995,L,L,Hanshin Tigers
Ohtani Hikaru,https://npb.jp/bis/eng/players/81385159.html,Jul. 11 2000,R,R,Lotte Marines
Ohtomo Sou,https://npb.jp/bis/eng/players/51555150.html,Jul. 23 1999,R,R,SoftBank Hawks
Ohtsu Ryosuke,https://npb.jp/bis/eng/players/01305157.html,Jan. 13 1999,R,L,SoftBank Hawks
Ohtsu Ryoya,https://npb.jp/bis/eng/players/41345155.html,May 28 2003,R,R,Yomiuri Giants
Ohuchi Seiya,https://npb.jp/bis/eng/players/41345159.html,Mar. 9 2006,R,R,Rakuten Eagles
Ohyama Ryo,https://npb.jp/bis/eng/players/11515159.html,Mar. 27 2002,R,R,SoftBank Hawks
Ohyama Yusuke,https://npb.jp/bis/eng/players/21325134.html,Dec. 19 1994,R,R,Hanshin Tigers
Ohzeki Tomohisa,https://npb.jp/bis/eng/players/01505151.html,Dec. 14 1997,L,L,SoftBank Hawks
Ojima Kazuya,https://npb.jp/bis/eng/players/11515138.html,Jul. 7 1996,L,L,Lotte Marines
Oka Hiromi,https://npb.jp/bis/eng/players/11515139.html,Jul. 15 1991,R,R,Lotte Marines
Okabayashi Yuki,https://npb.jp/bis/eng/players/81585151.html,Feb. 22 2002,R,L,Chunichi Dragons
Okada Akitake,https://npb.jp/bis/eng/players/91595132.html,Oct. 18 1993,R,L,Hiroshima Carp
Okada Koichiro,https://npb.jp/bis/eng/players/71575150.html,Jun. 4 2002,R,R,SoftBank Hawks
Okada Masatoshi,https://npb.jp/bis/eng/players/31535139.html,Jun. 30 1989,R,R,Seibu Lions
Okada Takahiro,https://npb.jp/bis/eng/players/61365112.html,Feb. 9 1988,L,L,ORIX Buffaloes
Okada Toshiya,https://npb.jp/bis/eng/players/11515131.html,Dec. 5 1991,L,L,Chunichi Dragons
Okada Yuki,https://npb.jp/bis/eng/players/81385155.html,Jan. 19 2000,R,L,Yomiuri Giants
Okadome Hidetaka,https://npb.jp/bis/eng/players/11515155.html,Nov. 7 1999,R,R,Hanshin Tigers
Okajima Takero,https://npb.jp/bis/eng/players/21325135.html,Sep. 7 1989,R,L,Rakuten Eagles
Okamoto Hiroto,https://npb.jp/bis/eng/players/61565153.html,Sep. 12 2002,R,R,Yomiuri Giants
Okamoto Kazuma,https://npb.jp/bis/eng/players/11515130.html,Jun. 30 1996,R,R,Yomiuri Giants
Okamoto Shun,https://npb.jp/bis/eng/players/91595150.html,Jun. 12 2002,R,L,Hiroshima Carp
Okaue Jumpei,https://npb.jp/bis/eng/players/41345157.html,Jul. 10 2004,R,R,SoftBank Hawks
Okawara Sho,https://npb.jp/bis/eng/players/91395155.html,Aug. 17 2003,R,R,Rakuten Eagles
Okoye Louis,https://npb.jp/bis/eng/players/01505132.html,Jul. 21 1997,R,R,Yomiuri Giants
Okugawa Yasunobu,https://npb.jp/bis/eng/players/31735151.html,Apr. 16 2001,R,R,Yakult Swallows
Okumura Koichi,https://npb.jp/bis/eng/players/51555159.html,Dec. 24 1999,R,R,Seibu Lions
Olivares Edward,https://npb.jp/bis/eng/players/43945150.html,Mar. 6 1996,R,R,ORIX Buffaloes
Omagari Ren,https://npb.jp/bis/eng/players/21525153.html,May 21 1998,R,R,Seibu Lions
Onaka Yuya,https://npb.jp/bis/eng/players/61365134.html,Jan. 31 1995,R,L,Yakult Swallows
Ono Fumiya,https://npb.jp/bis/eng/players/51555130.html,Oct. 23 1996,R,R,Lotte Marines
Ono Taiki,https://npb.jp/bis/eng/players/81385134.html,May 30 1994,R,R,ORIX Buffaloes
Onodera Dan,https://npb.jp/bis/eng/players/71775151.html,Mar. 17 1998,R,R,Hanshin Tigers
Onuma Kenta,https://npb.jp/bis/eng/players/31735153.html,Jun. 11 1998,R,R,Yomiuri Giants
Orishita Kohki,,Feb. 14 2000,R,R,HAYATE Ventures
Osuna Jose,https://npb.jp/bis/eng/players/23525153.html,Dec. 12 1992,R,R,Yakult Swallows
Osuna Roberto,https://npb.jp/bis/eng/players/13415155.html,Feb. 7 1995,R,R,SoftBank Hawks
Ota Taisei,https://npb.jp/bis/eng/players/81085155.html,Jun. 29 1999,R,R,Yomiuri Giants
Oyama Joichiro,,Nov. 3 2000,R,L,HAYATE Ventures
Oyokawa Masaki,https://npb.jp/bis/eng/players/91795151.html,Apr. 18 2001,L,L,Hanshin Tigers
Ozuna Jose,https://npb.jp/bis/eng/players/53755157.html,Mar. 27 2007,R,R,SoftBank Hawks
Palacios Erwin,https://npb.jp/bis/eng/players/03705150.html,Mar. 19 2004,R,R,Lotte Marines
Perdomo Luis,https://npb.jp/bis/eng/players/13215157.html,May 9 1993,R,R,ORIX Buffaloes
Polanco Gregory,https://npb.jp/bis/eng/players/63065155.html,Sep. 14 1991,L,L,Lotte Marines
Ponce Cody,https://npb.jp/bis/eng/players/83085155.html,Apr. 25 1994,R,R,Rakuten Eagles
Ramirez Emmanuel,https://npb.jp/bis/eng/players/73975150.html,Jul. 15 1994,R,R,Seibu Lions
Ramirez Moises,https://npb.jp/bis/eng/players/43045159.html,Feb. 1 2002,R,R,Hiroshima Carp
Ramos Eury,https://npb.jp/bis/eng/players/53455157.html,Oct. 10 1997,R,R,Yomiuri Giants
Ratanayake Ramal Geevin,https://npb.jp/bis/eng/players/23325150.html,Apr. 8 2006,R,R,Seibu Lions
Reyes Franmil,https://npb.jp/bis/eng/players/73075159.html,Jul. 7 1995,R,R,Nipponham Fighters
Reynolds Matt,https://npb.jp/bis/eng/players/93095159.html,Dec. 3 1990,R,R,Hiroshima Carp
Roberto Nelson,https://npb.jp/bis/eng/players/63065159.html,Oct. 27 2000,R,R,Hiroshima Carp
Rodriguez Bryan,https://npb.jp/bis/eng/players/43745136.html,Jul. 6 1991,R,R,Nipponham Fighters
Rodriguez Christian,https://npb.jp/bis/eng/players/03005159.html,Mar. 31 2002,R,R,Chunichi Dragons
Rodriguez Elvin,https://npb.jp/bis/eng/players/43245157.html,Mar. 31 1998,R,R,Yakult Swallows
Rodriguez Luis,https://npb.jp/bis/eng/players/83285155.html,Aug. 18 2001,R,R,SoftBank Hawks
Saiki Hiroto,https://npb.jp/bis/eng/players/41745134.html,Nov. 7 1998,R,R,Hanshin Tigers
Saiki Kaito,https://npb.jp/bis/eng/players/21725157.html,Jun. 10 2000,R,R,ORIX Buffaloes
Saito Hiromasa,https://npb.jp/bis/eng/players/41745136.html,Jun. 3 1995,L,L,Seibu Lions
Saito Hiroto,https://npb.jp/bis/eng/players/21925150.html,Jan. 27 2007,R,R,Seibu Lions
Saito Kyosuke,https://npb.jp/bis/eng/players/41745157.html,Nov. 18 2004,R,R,ORIX Buffaloes
Saito Yukiya,https://npb.jp/bis/eng/players/21725138.html,Jan. 5 1995,R,L,Nipponham Fighters
Saitoh Kohki,https://npb.jp/bis/eng/players/11915130.html,Dec. 18 1996,L,L,Chunichi Dragons
Saitoh Shinji,https://npb.jp/bis/eng/players/31035153.html,Jun. 13 1998,R,R,Nipponham Fighters
Saitoh Yuta,https://npb.jp/bis/eng/players/61765157.html,May 27 2004,R,L,Hiroshima Carp
Sakaeda Yuki,https://npb.jp/bis/eng/players/51055153.html,May 16 1998,R,R,Hanshin Tigers
Sakaguchi Kasuga,https://npb.jp/bis/eng/players/61965150.html,Sep. 12 2002,R,R,DeNA BayStars
Sakaguchi Kousuke,https://npb.jp/bis/eng/players/81785136.html,Aug. 15 1999,R,L,Yakult Swallows
Sakaguchi Uta,https://npb.jp/bis/eng/players/71975155.html,Jun. 24 2003,R,L,Nipponham Fighters
Sakai Haru,https://npb.jp/bis/eng/players/41945150.html,May 8 2006,R,R,Lotte Marines
Sakai Haruto,https://npb.jp/bis/eng/players/11915159.html,Apr. 5 2005,R,R,Rakuten Eagles
Sakai Tomohito,https://npb.jp/bis/eng/players/61765134.html,Jan. 2 1993,R,R,Rakuten Eagles
Sakakura Shogo,https://npb.jp/bis/eng/players/11915134.html,May 29 1998,R,L,Hiroshima Carp
Sakamoto Hayato,https://npb.jp/bis/eng/players/51955114.html,Dec. 14 1988,R,R,Yomiuri Giants
Sakamoto Koshiro,https://npb.jp/bis/eng/players/41745138.html,Sep. 9 1994,L,L,Lotte Marines
Sakamoto Seishiro,https://npb.jp/bis/eng/players/11915132.html,Nov. 10 1993,R,R,Hanshin Tigers
Sakamoto Takumi,https://npb.jp/bis/eng/players/81785157.html,Jul. 6 2004,L,L,Yakult Swallows
Sakamoto Tatsuya,https://npb.jp/bis/eng/players/81985150.html,Aug. 31 2002,R,R,Yomiuri Giants
Sakamoto Yuya,https://npb.jp/bis/eng/players/11015151.html,Jul. 28 1997,L,L,DeNA BayStars
Sakata Rei,https://npb.jp/bis/eng/players/91995155.html,Sep. 13 1999,R,R,Hiroshima Carp
Sakuma Takuto,https://npb.jp/bis/eng/players/01905155.html,Jul. 17 2003,R,R,SoftBank Hawks
Sakura Kyoshiro,https://npb.jp/bis/eng/players/31935159.html,Nov. 3 2005,R,L,SoftBank Hawks
Sakurai Shuto,https://npb.jp/bis/eng/players/11915136.html,Jun. 25 1999,L,L,Rakuten Eagles
Sammons Bryan,https://npb.jp/bis/eng/players/03905150.html,Apr. 27 1995,L,L,Lotte Marines
Sano Keita,https://npb.jp/bis/eng/players/91995134.html,Nov. 28 1994,R,L,DeNA BayStars
Sano Kodai,https://npb.jp/bis/eng/players/91995130.html,Sep. 2 1996,R,R,ORIX Buffaloes
Sano Taiyo,https://npb.jp/bis/eng/players/91095150.html,Feb. 14 2002,R,R,Hanshin Tigers
Santana Domingo,https://npb.jp/bis/eng/players/53755153.html,Aug. 5 1992,R,R,Yakult Swallows
Sarduy Dario,https://npb.jp/bis/eng/players/03705159.html,Nov. 12 2005,L,L,SoftBank Hawks
Sasagawa Yoshiyasu,https://npb.jp/bis/eng/players/91095153.html,May 31 2002,L,L,SoftBank Hawks
Sasahara Misaki,https://npb.jp/bis/eng/players/21925155.html,Feb. 9 2004,R,R,Yomiuri Giants
Sasaki Akito,https://npb.jp/bis/eng/players/11915157.html,Jan. 2 2005,R,R,SoftBank Hawks
Sasaki Chihaya,https://npb.jp/bis/eng/players/71975134.html,Jun. 8 1994,R,R,DeNA BayStars
Sasaki Roki,https://npb.jp/bis/eng/players/31035151.html,Nov. 3 2001,R,R,Lotte Marines
Sasaki Shunsuke,https://npb.jp/bis/eng/players/51955159.html,Nov. 6 1999,R,L,Yomiuri Giants
Sasaki Tai,https://npb.jp/bis/eng/players/11015150.html,Dec. 24 2002,R,R,Hiroshima Carp
Sasaki Takeru,https://npb.jp/bis/eng/players/01005153.html,May 13 1996,L,L,Seibu Lions
Sato Keisuke,https://npb.jp/bis/eng/players/71975159.html,May 24 2001,R,L,Hiroshima Carp
Sato Ryunosuke,https://npb.jp/bis/eng/players/71075150.html,Nov. 1 2002,L,L,Hiroshima Carp
Sato Shunsuke,https://npb.jp/bis/eng/players/41945155.html,Jan. 3 2000,L,L,Seibu Lions
Sato Taiyo,https://npb.jp/bis/eng/players/51055150.html,May 19 2002,R,L,Seibu Lions
Sato Teruaki,https://npb.jp/bis/eng/players/41045153.html,Mar. 13 1999,R,L,Hanshin Tigers
Satoh Hiroki,https://npb.jp/bis/eng/players/61065153.html,Feb. 18 1999,L,L,SoftBank Hawks
Satoh Kazuma,https://npb.jp/bis/eng/players/51055151.html,Apr. 16 2001,L,L,ORIX Buffaloes
Satoh Kota,https://npb.jp/bis/eng/players/31935157.html,Apr. 7 2004,R,R,SoftBank Hawks
Satoh Naoki,https://npb.jp/bis/eng/players/91095151.html,Sep. 3 1998,R,R,SoftBank Hawks
Satoh Ren,https://npb.jp/bis/eng/players/81085153.html,Apr. 11 1998,R,R,Hanshin Tigers
Satoh Ryusei,https://npb.jp/bis/eng/players/81785138.html,Jan. 15 1997,R,R,Seibu Lions
Satoh Sou,https://npb.jp/bis/eng/players/31035150.html,Feb. 9 2003,L,L,Seibu Lions
Satoh Takuma,https://npb.jp/bis/eng/players/61965155.html,Mar. 18 2000,L,L,SoftBank Hawks
Satoh Takuma,https://npb.jp/bis/eng/players/61965155.html,Mar. 18 2000,L,L,Yakult Swallows
Satoh Takumi,,Sep. 17 2001,L,L,Oisix Albirex
Satoh Toshiya,https://npb.jp/bis/eng/players/71075151.html,Jan. 27 1998,R,L,Lotte Marines
Sawada Haruto,https://npb.jp/bis/eng/players/01005150.html,Jul. 30 2006,R,S,Seibu Lions
Sawada Keisuke,https://npb.jp/bis/eng/players/01905134.html,Apr. 27 1994,R,L,Lotte Marines
Sawai Ren,https://npb.jp/bis/eng/players/51955157.html,May 31 2000,L,L,Yakult Swallows
Sawamura Hirokazu,https://npb.jp/bis/eng/players/81985133.html,Apr. 3 1988,R,R,Lotte Marines
Sawano Kiyoharu,https://npb.jp/bis/eng/players/21025151.html,Mar. 9 2002,R,L,Rakuten Eagles
Sawano Kiyoharu,https://npb.jp/bis/eng/players/21025151.html,Mar. 9 2002,R,L,Yakult Swallows
Sawayanagi Ryotaro,https://npb.jp/bis/eng/players/91995159.html,Mar. 8 2000,R,R,SoftBank Hawks
Scheiner Jake,https://npb.jp/bis/eng/players/23725159.html,Aug. 13 1995,R,R,Hiroshima Carp
Sei Hiroki,,Jun 9 1999,R,L,HAYATE Ventures
Seimiya Kotaro,https://npb.jp/bis/eng/players/41945138.html,May 26 2000,R,L,Nipponham Fighters
Seimiya Kotaro,https://npb.jp/bis/eng/players/41945138.html,May 26 2000,R,L,Rakuten Eagles
Sekine Taiki,https://npb.jp/bis/eng/players/31935139.html,Jun. 28 1995,L,L,DeNA BayStars
Shibata Daichi,https://npb.jp/bis/eng/players/81985155.html,Nov. 7 1997,R,R,Rakuten Eagles
Shibata Daichi,https://npb.jp/bis/eng/players/81985155.html,Nov. 7 1997,R,R,Yakult Swallows
Shibata Reo,https://npb.jp/bis/eng/players/81085150.html,Apr. 18 2006,R,L,Nipponham Fighters
Shibata Tatsuhiro,https://npb.jp/bis/eng/players/41945132.html,Dec. 16 1993,R,L,DeNA BayStars
Shibuya Junki,https://npb.jp/bis/eng/players/11215150.html,Nov. 25 2006,L,L,Nipponham Fighters
Shigematsu Kaito,https://npb.jp/bis/eng/players/71975157.html,Apr. 12 2000,R,R,SoftBank Hawks
Shigenobu Shinnosuke,https://npb.jp/bis/eng/players/21925132.html,Apr. 17 1993,R,L,Yomiuri Giants
Shiiba Tsuyoshi,https://npb.jp/bis/eng/players/21925159.html,Mar. 18 2002,R,R,Hanshin Tigers
Shimada Kairi,https://npb.jp/bis/eng/players/91995136.html,Feb. 6 1996,R,L,Hanshin Tigers
Shimamoto Hiroya,https://npb.jp/bis/eng/players/51055133.html,Feb. 14 1993,L,L,Hanshin Tigers
Shimamura Rinshiro,https://npb.jp/bis/eng/players/31235150.html,Jul. 13 2003,R,L,Hanshin Tigers
Shimauchi Hiroaki,https://npb.jp/bis/eng/players/71975135.html,Feb. 2 1990,L,L,Rakuten Eagles
Shimauchi Sotaro,https://npb.jp/bis/eng/players/31935138.html,Oct. 14 1996,R,R,Hiroshima Carp
Shimazaki Taichi,,Dec. 5 2000,R,R,Oisix Albirex
Shimizu Daiki,https://npb.jp/bis/eng/players/51255150.html,Jul. 17 2006,R,R,Nipponham Fighters
Shimizu Kanato,https://npb.jp/bis/eng/players/91995157.html,Jul. 6 2004,R,L,Hiroshima Carp
Shimizu Manato,https://npb.jp/bis/eng/players/41945159.html,Oct. 6 2005,R,R,DeNA BayStars
Shimizu Musashi,https://npb.jp/bis/eng/players/71275150.html,Apr. 14 2003,R,R,ORIX Buffaloes
Shimizu Noboru,https://npb.jp/bis/eng/players/51955138.html,Oct. 15 1996,R,L,Yakult Swallows
Shimizu Tatsuya,https://npb.jp/bis/eng/players/01905136.html,Nov. 3 1999,R,R,Chunichi Dragons
Shimizu Yushi,https://npb.jp/bis/eng/players/61965130.html,May 22 1996,R,R,Nipponham Fighters
Shimo Shinnosuke,https://npb.jp/bis/eng/players/31235153.html,Jun. 18 2002,L,L,Yakult Swallows
Shimokawa Shunsuke,https://npb.jp/bis/eng/players/77575159.html,Mar. 22 2000,R,R,Yakult Swallows
Shimomura Kaito,https://npb.jp/bis/eng/players/61965159.html,Mar. 27 2002,R,R,Hanshin Tigers
Shinoda Taisei,,May. 4 2000,R,L,Oisix Albirex
Shinogi Kentaro,https://npb.jp/bis/eng/players/41045150.html,May 7 2002,R,L,DeNA BayStars
Shinohara Hibiki,https://npb.jp/bis/eng/players/61065150.html,Sep. 20 2006,R,R,Seibu Lions
Shinohara Reo,,Jun. 23 2001,R,R,HAYATE Ventures
Shinto Yuya,https://npb.jp/bis/eng/players/11015159.html,Mar. 10 2002,R,R,Nipponham Fighters
Shinya Soh,https://npb.jp/bis/eng/players/31035155.html,Aug. 14 2003,L,L,Hiroshima Carp
Shioji Dan,https://npb.jp/bis/eng/players/21025150.html,May 18 2006,R,R,SoftBank Hawks
Shiomi Yasutaka,https://npb.jp/bis/eng/players/71975136.html,Jun. 12 1993,R,R,Yakult Swallows
Shirahama Kaiki,https://npb.jp/bis/eng/players/41945157.html,Jul. 5 2004,R,R,Lotte Marines
Shiroki Yamato,https://npb.jp/bis/eng/players/11015155.html,Sep. 8 2003,L,L,Yomiuri Giants
Shoji Haruto,https://npb.jp/bis/eng/players/81985159.html,May 31 2001,L,L,DeNA BayStars
Shoji Kosei,https://npb.jp/bis/eng/players/21925157.html,Oct. 13 2000,R,R,Rakuten Eagles
Shoji Kota,https://npb.jp/bis/eng/players/91295150.html,May 22 2000,L,L,Yakult Swallows
Shoji Yudai,https://npb.jp/bis/eng/players/01205150.html,Oct. 2 2002,R,L,SoftBank Hawks
Shuto Ukyo,https://npb.jp/bis/eng/players/21925136.html,Feb. 10 1996,R,L,SoftBank Hawks
Simon Marco,https://npb.jp/bis/eng/players/23925155.html,Sep. 18 2004,R,R,SoftBank Hawks
Sinclair Joseph Konosuke,https://npb.jp/bis/eng/players/01905159.html,Jun. 12 2001,L,L,Seibu Lions
Sneed Cy,https://npb.jp/bis/eng/players/33735153.html,Oct. 1 1992,R,R,Yakult Swallows
Sobue Daisuke,https://npb.jp/bis/eng/players/91995139.html,Aug. 11 1987,R,L,Chunichi Dragons
Sobukawa Zairen,https://npb.jp/bis/eng/players/01905150.html,May 29 2006,R,R,SoftBank Hawks
Sone Kaisei,https://npb.jp/bis/eng/players/51955139.html,Apr. 24 1995,R,L,Hiroshima Carp
Sonobe Keita,,Aug. 24 1999,R,R,Oisix Albirex
Sonoda Atsuki,https://npb.jp/bis/eng/players/21025159.html,Jul. 7 2005,R,R,Yomiuri Giants
Sotani Ryuhei,https://npb.jp/bis/eng/players/81985157.html,Nov. 30 2000,L,L,ORIX Buffaloes
Soto Neftali,https://npb.jp/bis/eng/players/03505136.html,Feb. 28 1989,R,R,Lotte Marines
Stevenson Andrew,https://npb.jp/bis/eng/players/63765159.html,Jun. 1 1994,L,L,Nipponham Fighters
Stewart Jr. Carter,https://npb.jp/bis/eng/players/53755138.html,Nov. 2 1999,R,R,SoftBank Hawks
Suekane Shota,https://npb.jp/bis/eng/players/51055155.html,May 27 1996,R,R,Hiroshima Carp
Suga Hiroto,https://npb.jp/bis/eng/players/31035159.html,Jun. 16 2005,L,L,ORIX Buffaloes
Sugai Shinya,https://npb.jp/bis/eng/players/71075155.html,Jun. 28 2003,L,L,Seibu Lions
Sugano Tomoyuki,https://npb.jp/bis/eng/players/41745137.html,Oct. 11 1989,R,R,Yomiuri Giants
Sugano Tsuyoshi,https://npb.jp/bis/eng/players/41945136.html,May 6 1993,R,L,Lotte Marines
Sugihara Mirai,https://npb.jp/bis/eng/players/71075159.html,Sep. 23 2005,L,L,Hiroshima Carp
Sugimoto Yutaro,https://npb.jp/bis/eng/players/61965132.html,Apr. 5 1991,R,R,ORIX Buffaloes
Sugisawa Ryu,https://npb.jp/bis/eng/players/61965157.html,Jun. 2 2000,R,L,ORIX Buffaloes
Sugita Takeru,https://npb.jp/bis/eng/players/51055159.html,Aug. 28 2001,R,R,Hiroshima Carp
Sugiura Toshihiro,https://npb.jp/bis/eng/players/61765139.html,Feb. 25 1992,R,R,Nipponham Fighters
Sugiyama Haruki,https://npb.jp/bis/eng/players/91095159.html,Sep. 23 2005,L,L,Seibu Lions
Sugiyama Kazuki,https://npb.jp/bis/eng/players/91995138.html,Dec. 7 1997,R,R,SoftBank Hawks
Sumida Chihiro,https://npb.jp/bis/eng/players/21025155.html,Aug. 20 1999,L,L,Seibu Lions
Sumitani Ginjiro,https://npb.jp/bis/eng/players/91995112.html,Jul. 19 1987,R,R,Seibu Lions
Sun Yi-Lei,https://npb.jp/bis/eng/players/83785159.html,Feb. 10 2005,R,L,Nipponham Fighters
Sunada Yoshiki,https://npb.jp/bis/eng/players/11915139.html,Jul. 20 1995,L,L,Chunichi Dragons
Sunagawa Richard,https://npb.jp/bis/eng/players/11015136.html,Jun. 18 1999,R,R,SoftBank Hawks
Sung Chia-Hao,https://npb.jp/bis/eng/players/73575132.html,Sep. 6 1992,R,L,Rakuten Eagles
Suzuki Daichi,https://npb.jp/bis/eng/players/81985135.html,Aug. 18 1989,R,L,Rakuten Eagles
Suzuki Hiroshi,https://npb.jp/bis/eng/players/61965136.html,Mar. 22 1997,R,R,ORIX Buffaloes
Suzuki Keishin,https://npb.jp/bis/eng/players/21225150.html,Jul. 9 2006,R,L,Yomiuri Giants
Suzuki Kenya,https://npb.jp/bis/eng/players/61065151.html,Dec. 11 1997,R,L,Hiroshima Carp
Suzuki Kenya,https://npb.jp/bis/eng/players/61065151.html,Dec. 11 1997,R,L,Nipponham Fighters
Suzuki Kohei,https://npb.jp/bis/eng/players/51755136.html,Jan. 21 1994,R,R,Yakult Swallows
Suzuki Kohei,https://npb.jp/bis/eng/players/51755136.html,Jan. 21 1994,R,R,Yomiuri Giants
Suzuki Kyo,https://npb.jp/bis/eng/players/01005159.html,Mar. 21 2006,R,R,Yakult Swallows
Suzuki Ren,https://npb.jp/bis/eng/players/93595157.html,Jul. 18 2004,R,R,DeNA BayStars
Suzuki Shohei,https://npb.jp/bis/eng/players/31035134.html,May 20 1998,L,L,Seibu Lions
Suzuki Shota,https://npb.jp/bis/eng/players/71275153.html,Sep. 7 1998,L,L,Lotte Marines
Suzuki Sora,https://npb.jp/bis/eng/players/01905138.html,Aug. 19 1996,L,L,Rakuten Eagles
Suzuki Yamato,https://npb.jp/bis/eng/players/91095155.html,Apr. 27 1999,R,R,Yomiuri Giants
Suzuki Yuto,https://npb.jp/bis/eng/players/01005155.html,Mar. 17 2000,L,L,Hanshin Tigers
Taguchi Kazuto,https://npb.jp/bis/eng/players/41945139.html,Sep. 14 1995,L,L,Yakult Swallows
Tai Katsutoshi,https://npb.jp/bis/eng/players/61065155.html,Nov. 11 2003,L,R,Rakuten Eagles
Taira Kaima,https://npb.jp/bis/eng/players/31035136.html,Nov. 15 1999,R,L,Seibu Lions
Taira Kentaro,https://npb.jp/bis/eng/players/01905139.html,Jul. 12 1995,R,R,DeNA BayStars
Taira Ryuya,https://npb.jp/bis/eng/players/11015157.html,Jul. 9 1998,R,R,Rakuten Eagles
Tajima Daiki,https://npb.jp/bis/eng/players/41045136.html,Aug. 3 1996,L,L,ORIX Buffaloes
Tajima Kosuke,https://npb.jp/bis/eng/players/31435150.html,Apr. 9 2000,R,R,ORIX Buffaloes
Tajima Shinji,https://npb.jp/bis/eng/players/21025135.html,Dec. 21 1989,R,R,Chunichi Dragons
Taka Taichi,https://npb.jp/bis/eng/players/41045159.html,Jul. 26 2001,L,L,Hiroshima Carp
Taka Yoshihiro,,May. 31 2004,R,R,Oisix Albirex
