,Player,ポジション,投打,身長／体重,生年月日,経歴,ドラフト
https://npb.jp/bis/players/21525134.html,菊沢　竜佑,,右投右打,183cm／85kg,1988年5月16日,秋田高 - 立教大 - 横浜金港クラブ - 米独立リーグ - 相双リテック,2016年ドラフト6位
https://npb.jp/bis/players/31035112.html,武内　晋一,,左投左打,175cm／90kg,1983年12月10日,智弁和歌山高 - 早稲田大,2005年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/61465135.html,比屋根　渉,,右投右打,180cm／70kg,1987年6月20日,沖縄尚学高 - 城西大 - 日本製紙石巻,2011年ドラフト3位
https://npb.jp/bis/players/51655135.html,古野　正人,,右投右打,178cm／80kg,1986年9月27日,報徳学園高 - 龍谷大 - 日産自動車 - 三菱重工神戸,2011年ドラフト6位
https://npb.jp/bis/players/51455110.html,松岡　健一,,右投右打,181cm／85kg,1982年6月7日,東海大二高 - 九州東海大,2004年ドラフト自由枠
https://npb.jp/bis/players/11615131.html,山本　哲哉,,右投右打,179cm／77kg,1985年9月4日,南部高 - 近畿大 - 三菱重工神戸,2009年ドラフト2位
https://npb.jp/bis/players/71175114.html,浅尾　拓也,,右投右打,182cm／78kg,1984年10月22日,常滑北高 - 日本福祉大,2006年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/41545110.html,工藤　隆人,,左投左打,172cm／75kg,1981年3月30日,弘前実 - 青森大 - JR東日本,2004年ドラフト9巡目
https://npb.jp/bis/players/73575136.html,Ｄ．ジー,,右投右打,185cm／92kg,1986年4月28日,テキサス大アーリントン校 - メッツ - ロイヤルズ - レンジャーズ - ツインズ,
https://npb.jp/bis/players/51055116.html,谷　哲也,,右投右打,180cm／78kg,1985年7月9日,鳴門工 - 日立製作所,2007年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/31435118.html,野本　圭,,左投左打,180cm／83kg,1984年7月7日,岡山南高 - 駒沢大 - 日本通運,2008年ドラフト1位
https://npb.jp/bis/players/33135130.html,山本　雅士,,右投左打,173cm／80kg,1994年11月3日,安芸南高 - 四国・徳島,2014年ドラフト8位
https://npb.jp/bis/players/51655137.html,若松　駿太,,右投右打,182cm／82kg,1995年2月28日,祐誠高,2012年ドラフト7位
https://npb.jp/bis/players/81385139.html,大山　暁史,,左投左打,168cm／74kg,1988年10月6日,別府青山高 - 亜細亜大 - セガサミー,2013年ドラフト8位
https://npb.jp/bis/players/71975117.html,小谷野　栄一,,右投右打,177cm／88kg,1980年10月10日,創価高 - 創価大,2002年ドラフト5巡目
https://npb.jp/bis/players/11915135.html,佐藤　達也,,右投右打,178cm／77kg,1986年7月26日,大宮武蔵野高 - 東海大北海道キャンパス - ホンダ,2011年ドラフト3位
https://npb.jp/bis/players/91995135.html,縞田　拓弥,,右投右打,180cm／80kg,1987年1月22日,東福岡高 - 日本大 - JR東日本,2011年ドラフト2位
https://npb.jp/bis/players/71975139.html,園部　聡,,右投右打,184cm／100kg,1995年11月10日,聖光学院高,2013年ドラフト4位
https://npb.jp/bis/players/11015137.html,戸田　亮,,右投右打,183cm／77kg,1988年9月4日,東京・大成高 - 高千穂大 - JR東日本,2012年ドラフト6位
https://npb.jp/bis/players/01605139.html,吉田　雄人,,右投左打,178cm／78kg,1995年4月21日,北照高,2013年ドラフト5位
https://npb.jp/bis/players/43945136.html,Ｄ．ローチ,,右投右打,183cm／88kg,1989年12月14日,サザンネバダ大 - パドレス - カブス - マリナーズ - 韓国・KT,
https://npb.jp/bis/players/51555114.html,大隣　憲司,,左投左打,176cm／88kg,1984年11月19日,京都学園高 - 近畿大,2006年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/81385118.html,岡田　幸文,,左投左打,177cm／70kg,1984年7月6日,作新学院高 - 全足利クラブ,2008年育成選手ドラフト6位
https://npb.jp/bis/players/81385131.html,大嶺　翔太,,右投右打,180cm／82kg,1991年9月17日,八重山商工,2009年ドラフト3位
https://npb.jp/bis/players/63365136.html,Ｅ．オルモス,,左投左打,193cm／99kg,1990年4月12日,バーミングハム高 - マーリンズ - マリナーズ,
https://npb.jp/bis/players/61565117.html,金澤　岳,,右投左打,180cm／82kg,1984年5月5日,矢板中央高,2002年ドラフト6巡目
https://npb.jp/bis/players/93595136.html,Ｔ．シェッパーズ,,右投右打,193cm／90kg,1987年1月17日,カリフォルニア州大フレズノ校 - レンジャーズ,
https://npb.jp/bis/players/43545136.html,Ｍ．ドミンゲス,,右投右打,188cm／99kg,1989年8月28日,チャッツワース高 - マーリンズ - アストロズ,
https://npb.jp/bis/players/01205112.html,根元　俊一,,右投左打,177cm／77kg,1983年7月8日,花咲徳栄高 - 東北福祉大,2005年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/31235139.html,肘井　竜蔵,,右投左打,182cm／88kg,1995年11月13日,北条高,2013年育成選手ドラフト1位
https://npb.jp/bis/players/81685130.html,宮﨑　敦次,,左投左打,171cm／72kg,1992年12月8日,下関国際高 - 広島国際学院大,2014年ドラフト6位
https://npb.jp/bis/players/31535119.html,城所　龍磨,,右投左打,177cm／79kg,1985年9月24日,岐阜・中京高,2003年ドラフト2巡目
https://npb.jp/bis/players/91995118.html,攝津　正,,右投右打,181cm／93kg,1982年6月1日,秋田経法大付高 - JR東日本東北,2008年ドラフト5位
https://npb.jp/bis/players/41445112.html,本多　雄一,,右投左打,174cm／72kg,1984年11月19日,鹿児島実 - 三菱重工名古屋,2005年大学生・社会人ドラフト5巡目
https://npb.jp/bis/players/61665117.html,吉村　裕基,,右投右打,183cm／88kg,1984年6月14日,東福岡高,2002年ドラフト5巡目
https://npb.jp/bis/players/23325132.html,Ｊ．アマダー,,右投右打,193cm／135kg,1987年1月19日,セシーテ第一高 - 米マイナー,
https://npb.jp/bis/players/61165116.html,伊志嶺　忠,,右投左打,178cm／78kg,1985年6月22日,北谷高 - 東京情報大,2007年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/51355130.html,入野　貴大,,右投左打,180cm／78kg,1988年11月26日,岡豊高 - 四国・愛媛 - 四国・徳島,2014年ドラフト5位
https://npb.jp/bis/players/51955133.html,小山　雄輝,,右投右打,187cm／82kg,1988年12月5日,大府高 - 天理大,2010年ドラフト4位
https://npb.jp/bis/players/53055134.html,Ｊ．コラレス,,右投右打,188cm／102kg,1990年5月25日,カリフォルニア州大ドミンゲスヒルズ校 - 米マイナー - 三菱日立パワーシステムズ横浜 - BC・富山,
https://npb.jp/bis/players/23525136.html,Ｏ．ディクソン,,右投右打,180cm／100kg,1990年2月9日,ソノマ州大 - ドジャース,
https://npb.jp/bis/players/61265116.html,聖澤　諒,,右投左打,179cm／72kg,1985年11月3日,松代高 - 国学院大,2007年大学生・社会人ドラフト4巡目
https://npb.jp/bis/players/83085132.html,Ｃ．ペゲーロ,,左投左打,192cm／119kg,1987年2月22日,ロサリオデファティマ高 - マリナーズ - ロイヤルズ - レンジャーズ - レッドソックス,
https://npb.jp/bis/players/81485112.html,枡田　慎太郎,,右投左打,178cm／80kg,1987年7月8日,智弁学園高,2005年高校生ドラフト4巡目
https://npb.jp/bis/players/31435137.html,宮川　将,,右投右打,184cm／87kg,1990年10月19日,大体大浪商高 - 大阪体育大,2012年育成選手ドラフト1位
https://npb.jp/bis/players/51655139.html,横山　貴明,,右投右打,180cm／79kg,1991年4月10日,聖光学院高 - 早稲田大,2013年ドラフト6位
https://npb.jp/bis/players/71675131.html,Ｂ．ウルフ,,右投右打,191cm／104kg,1980年11月29日,サーバイト高 - ブルージェイズ,
https://npb.jp/bis/players/51755131.html,菊池　雄星,,左投左打,184cm／100kg,1991年6月17日,花巻東高,2009年ドラフト1位
https://npb.jp/bis/players/01705118.html,坂田　遼,,右投左打,178cm／90kg,1986年10月2日,横浜創学館高 - 函館大,2008年ドラフト4位
https://npb.jp/bis/players/31035139.html,豊田　拓矢,,右投右打,176cm／85kg,1987年3月28日,浦和学院高 - 上武大 - TDK,2013年ドラフト3位
https://npb.jp/bis/players/51455116.html,藤原　良平,,右投右打,183cm／78kg,1986年2月15日,鳥取城北高 - 第一工業大,2007年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/71275139.html,福倉　健太郎,,右投右打,176cm／80kg,1991年8月3日,鹿屋中央高 - 第一工業大,2013年ドラフト7位
https://npb.jp/bis/players/81983889.html,松井　稼頭央,,右投両打,177cm／85kg,1975年10月23日,PL学園高,1993年ドラフト3位
https://npb.jp/bis/players/63765136.html,Ｎ．ワグナー,,右投右打,183cm／98kg,1984年1月1日,ノースダコタ州大 - アスレチックス - ブルージェイズ,
https://npb.jp/bis/players/91195137.html,新垣　勇人,,右投右打,183cm／86kg,1985年10月21日,国士舘高 - 横浜商科大 - 東芝,2012年ドラフト5位
https://npb.jp/bis/players/03305136.html,Ｏ．アルシア,,右投左打,183cm／102kg,1991年5月9日,ホセラモンコルネホ高 - ツインズ - レイズ - マーリンズ - パドレス,
https://npb.jp/bis/players/71175110.html,石井　裕也,,左投左打,178cm／80kg,1981年7月4日,横浜商工 - 三菱重工横浜硬式野球クラブ,2004年ドラフト6巡目
https://npb.jp/bis/players/91395135.html,大嶋　匠,,右投左打,180cm／91kg,1990年2月14日,新島学園高 - 早稲田大,2011年ドラフト7位
https://npb.jp/bis/players/61365137.html,大累　進,,右投右打,175cm／71kg,1990年8月31日,駒大苫小牧高 - 道都大,2012年ドラフト2位
https://npb.jp/bis/players/63565136.html,Ｍ．トンキン,,右投右打,201cm／100kg,1989年11月19日,パルムデール高 - ツインズ,
https://npb.jp/bis/players/51655117.html,矢野　謙次,,右投右打,178cm／85kg,1980年9月21日,国学院久我山高 - 国学院大,2002年ドラフト6巡目
https://npb.jp/bis/players/41145115.html,安藤　優也,,右投右打,184cm／99kg,1977年12月27日,大分雄城台高 - 法政大 - トヨタ自動車,2001年ドラフト自由枠
https://npb.jp/bis/players/01105112.html,新井　良太,,右投右打,188cm／99kg,1983年8月16日,広陵高 - 駒沢大,2005年大学生・社会人ドラフト4巡目
https://npb.jp/bis/players/11715113.html,狩野　恵輔,,右投右打,181cm／86kg,1982年12月17日,前橋工,2000年ドラフト3位
https://npb.jp/bis/players/73575134.html,Ｅ．キャンベル,,右投右打,191cm／98kg,1987年4月9日,ボストンカレッジ - メッツ,
https://npb.jp/bis/players/11015112.html,高宮　和也,,左投左打,174cm／81kg,1981年12月4日,大体大浪商高 - 徳山大 - ホンダ鈴鹿,2005年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/01905137.html,田面　巧二郎,,右投右打,179cm／90kg,1990年12月9日,桐生商 - 日産自動車 - JFE東日本,2012年ドラフト3位
https://npb.jp/bis/players/43145139.html,Ｌ．メンドーサ,,右投右打,191cm／111kg,1983年10月31日,フストシエラ高 - レンジャーズ - ロイヤルズ,
https://npb.jp/bis/players/53955134.html,Ｒ．メンデス,,右投右打,191cm／107kg,1990年7月25日,リックガストンフェルナンデス高 - レンジャーズ - レッドソックス,
https://npb.jp/bis/players/31835112.html,柳瀬　明宏,,右投右打,176cm／78kg,1983年7月8日,如水館高 - 龍谷大,2005年大学生・社会人ドラフト6巡目
https://npb.jp/bis/players/23025134.html,Ｊ．ロジャース,,右投右打,185cm／117kg,1988年3月13日,コロンバス州大 - ブルワーズ - パイレーツ,
https://npb.jp/bis/players/11315112.html,今井　啓介,,右投右打,183cm／89kg,1987年5月24日,中越高,2005年高校生ドラフト2巡目
https://npb.jp/bis/players/01305117.html,江草　仁貴,,左投左打,178cm／83kg,1980年9月3日,盈進高 - 専修大,2002年ドラフト自由枠
https://npb.jp/bis/players/91595131.html,小野　淳平,,右投右打,178cm／82kg,1987年4月5日,大分商 - 日本文理大,2009年ドラフト5位
https://npb.jp/bis/players/21925112.html,梵　英心,,右投右打,173cm／76kg,1980年10月11日,三次高 - 駒沢大 - 日産自動車,2005年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/63765134.html,Ｒ．ブレイシア,,右投左打,183cm／102kg,1987年8月26日,ウェザーフォード大 - エンゼルス,
https://npb.jp/bis/players/93795132.html,Ｂ．ヘーゲンズ,,右投右打,190cm／95kg,1989年5月12日,マーセド大 - ダイヤモンドバックス,
https://npb.jp/bis/players/03905134.html,Ｒ．ペーニャ,,右投両打,180cm／91kg,1985年7月18日,プエンテス高 - ヤンキース - ブレーブス - ジャイアンツ,
https://npb.jp/bis/players/13015132.html,エリアン,,右投両打,180cm／93kg,1985年2月1日,セントロアカデミコロジャース高 - ドジャース - ブルワーズ,
https://npb.jp/bis/players/51555133.html,大原　慎司,,左投左打,174cm／66kg,1985年6月30日,明秀学園日立高 - 常磐大 - TDK,2010年ドラフト5位
https://npb.jp/bis/players/61565110.html,久保　康友,,右投右打,180cm／81kg,1980年8月6日,関大一高 - 松下電器,2004年ドラフト自由枠
https://npb.jp/bis/players/03505134.html,Ｐ．クライン,,右投右打,201cm／116kg,1989年4月30日,ヤングスタウン州大 - レンジャーズ - フィリーズ,
https://npb.jp/bis/players/11715118.html,小杉　陽太,,右投右打,187cm／78kg,1985年12月8日,二松学舎大付高 - 亜細亜大中退 - JR東日本,2008年ドラフト5位
https://npb.jp/bis/players/31935133.html,小林　寛,,右投右打,180cm／87kg,1989年1月21日,江の川高 - 大阪学院大,2010年ドラフト4位
https://npb.jp/bis/players/81985114.html,下園　辰哉,,左投左打,179cm／81kg,1984年11月22日,宮崎日大高 - 九州国際大,2006年大学生・社会人ドラフト4巡目
https://npb.jp/bis/players/53755134.html,Ａ．シリアコ,,右投右打,191cm／102kg,1987年6月16日,ソルアナノラン高 - 米マイナー - BC・石川,
https://npb.jp/bis/players/01005114.html,高崎　健太郎,,右投右打,176cm／82kg,1985年6月24日,熊本・鎮西高 - 日産自動車,2006年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/01205115.html,林　昌範,,左投左打,186cm／80kg,1983年9月19日,市立船橋高,2001年ドラフト7巡目
https://npb.jp/bis/players/51655118.html,松本　啓二朗,,左投左打,182cm／85kg,1986年6月24日,千葉経大付高 - 早稲田大,2008年ドラフト1位
https://npb.jp/bis/players/41443880.html,相川　亮二,,右投右打,183cm／86kg,1976年7月11日,東京学館高,1994年ドラフト5位
https://npb.jp/bis/players/31335133.html,乾　真大,,左投左打,176cm／82kg,1988年12月8日,東洋大姫路高 - 東洋大,2010年ドラフト3位
https://npb.jp/bis/players/71375135.html,江柄子　裕樹,,右投右打,184cm／82kg,1986年11月14日,つくば秀英高 - 明治大 - 東芝,2011年ドラフト6位
https://npb.jp/bis/players/01305110.html,片岡　治大,,右投右打,176cm／80kg,1983年2月17日,宇都宮学園高 - 東京ガス,2004年ドラフト3巡目
https://npb.jp/bis/players/01705114.html,北　篤,,右投左打,183cm／86kg,1988年11月26日,小松工,2006年高校生ドラフト1巡目
https://npb.jp/bis/players/71775131.html,鬼屋敷　正人,,右投右打,178cm／84kg,1991年6月19日,近大工高専,2009年ドラフト2位
https://npb.jp/bis/players/43345132.html,ギャレット,,左投左打,196cm／107kg,1981年6月21日,アンドリュー高 - ツインズ - パイレーツ - マーリンズ - ヤンキース,
https://npb.jp/bis/players/01805139.html,Ｌ．クルーズ,,右投右打,183cm／95kg,1984年2月10日,エスクエラセクンダリアテクニカヌメロ5高 - パイレーツ - ブルワーズ - ドジャース - ヤンキース,
https://npb.jp/bis/players/11715137.html,坂口　真規,,右投右打,187cm／95kg,1990年9月29日,智弁和歌山高 - 東海大,2012年ドラフト5位
https://npb.jp/bis/players/51255135.html,土田　瑞起,,右投右打,181cm／90kg,1990年1月1日,長崎・鎮西学院高 - 四国・長崎 - 四国・愛媛,2011年育成選手ドラフト2位
https://npb.jp/bis/players/01905119.html,堂上　剛裕,,右投左打,184cm／93kg,1985年5月27日,愛工大名電高,2003年ドラフト6巡目
https://npb.jp/bis/players/81485132.html,長谷川　潤,,右投右打,186cm／82kg,1991年6月15日,成立学園高 - 金沢学院大 - BC・石川,2015年育成選手ドラフト8位
https://npb.jp/bis/players/31435116.html,藤村　大介,,右投左打,174cm／74kg,1989年7月25日,熊本工,2007年高校生ドラフト1巡目
https://npb.jp/bis/players/01605114.html,松本　哲也,,左投左打,168cm／70kg,1984年7月3日,山梨学院大付高 - 専修大,2006年育成選手ドラフト3巡目
https://npb.jp/bis/players/53555130.html,Ｍ．マイコラス,,右投右打,196cm／100kg,1988年8月23日,ノバサウスイースタン大 - パドレス - レンジャーズ,
https://npb.jp/bis/players/81485117.html,村田　修一,,右投右打,177cm／92kg,1980年12月28日,東福岡高 - 日本大,2002年ドラフト自由枠
https://npb.jp/bis/players/61165112.html,飯原　誉士,,右投右打,181cm／88kg,1983年4月26日,小山高 - 白鴎大,2005年大学生・社会人ドラフト5巡目
https://npb.jp/bis/players/61165114.html,今浪　隆博,,右投左打,172cm／75kg,1984年7月6日,平安高 - 明治大,2006年大学生・社会人ドラフト7巡目
https://npb.jp/bis/players/41345133.html,榎本　葵,,左投左打,180cm／80kg,1992年7月24日,九州国際大付高,2010年ドラフト4位
https://npb.jp/bis/players/83385134.html,Ｒ．オーレンドルフ,,右投右打,193cm／108kg,1982年8月8日,プリンストン大 - ヤンキース - パイレーツ - パドレス - ナショナルズ - レンジャーズ - レッズ,
https://npb.jp/bis/players/93595134.html,Ｐ．ギルメット,,右投右打,188cm／90kg,1987年7月27日,アリゾナ大 - インディアンス - オリオールズ - レイズ - ブルワーズ,
https://npb.jp/bis/players/23525134.html,Ｄ．グリーン,,右投左打,193cm／115kg,1989年6月30日,バリー大 - 米マイナー,
https://npb.jp/bis/players/21025130.html,竹下　真吾,,左投左打,180cm／82kg,1990年10月20日,福岡・八幡高 - 九州共立大 - ヤマハ,2014年ドラフト1位
https://npb.jp/bis/players/01205135.html,徳山　武陽,,右投両打,185cm／84kg,1989年7月21日,三田学園高 - 立命館大,2011年育成選手ドラフト1位
https://npb.jp/bis/players/61265130.html,土肥　寛昌,,右投両打,181cm／88kg,1990年11月16日,埼玉栄高 - 東洋大 - ホンダ鈴鹿,2014年ドラフト6位
https://npb.jp/bis/players/11415130.html,中島　彰吾,,右投右打,178cm／80kg,1992年6月15日,大牟田高 - 福岡大,2014年育成選手ドラフト1位
https://npb.jp/bis/players/41245118.html,新田　玄気,,右投右打,172cm／80kg,1982年8月22日,高松商 - 中央大 - パナソニック,2008年ドラフト5位
https://npb.jp/bis/players/31235137.html,星野　雄大,,右投右打,177cm／80kg,1988年10月19日,岡山東商 - 日産自動車九州 - 伯和ビクトリーズ - 四国・香川,2012年ドラフト5位
https://npb.jp/bis/players/03005134.html,Ｃ．リベロ,,右投右打,188cm／104kg,1988年5月20日,マリアレデスマ高 - レッドソックス,
https://npb.jp/bis/players/53955132.html,Ｊ．ルーキ,,右投右打,193cm／102kg,1984年12月5日,ノーザンケンタッキー大 - マリナーズ - レイズ,
https://npb.jp/bis/players/31135116.html,赤坂　和幸,,右投右打,185cm／83kg,1989年9月4日,浦和学院高,2007年高校生ドラフト1巡目
https://npb.jp/bis/players/31135131.html,赤田　龍一郎,,右投左打,178cm／80kg,1988年1月7日,静岡学園高 - 愛知大,2009年育成選手ドラフト2位
https://npb.jp/bis/players/03305134.html,Ｅ．アラウホ,,左投左打,200cm／125kg,1991年7月15日,バタジャナバルデルラゴ高 - フィリーズ,
https://npb.jp/bis/players/81185114.html,岩﨑　達郎,,右投右打,175cm／75kg,1984年12月28日,横浜商大高 - 新日本石油ENEOS,2006年大学生・社会人ドラフト5巡目
https://npb.jp/bis/players/11715130.html,金子　丈,,右投右打,189cm／90kg,1993年2月25日,大阪学院大高 - 大阪商業大,2014年ドラフト9位
https://npb.jp/bis/players/21425130.html,野村　亮介,,右投右打,187cm／85kg,1993年7月9日,静清高 - 三菱日立パワーシステムズ横浜,2014年ドラフト1位
https://npb.jp/bis/players/83385130.html,Ｒ．バルデス,,左投左打,180cm／95kg,1977年11月27日,マルコアントニアラフェ高 - メッツ - カージナルス - ヤンキース - フィリーズ - アストロズ,
https://npb.jp/bis/players/81085137.html,古本　武尊,,右投左打,176cm／87kg,1990年12月4日,福岡大大濠高 - 龍谷大,2012年ドラフト3位
https://npb.jp/bis/players/21223884.html,森野　将彦,,右投左打,180cm／85kg,1978年7月28日,東海大相模高,1996年ドラフト2位
https://npb.jp/bis/players/61665112.html,八木　智哉,,左投左打,181cm／78kg,1983年11月7日,日本航空高 - 創価大,2005年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/93995134.html,Ｊ．ロンドン,,右投右打,186cm／99kg,1988年2月16日,リセオアレハンドロウンボルト高 - カージナルス - ロッキーズ - オリオールズ - パイレーツ,
https://npb.jp/bis/players/31335118.html,岩﨑　恭平,,右投左打,178cm／73kg,1986年4月4日,東海大相模高 - 東海大,2008年ドラフト3位
https://npb.jp/bis/players/43345134.html,Ｍ．ウエスト,,右投右打,185cm／104kg,1988年11月21日,ベレア高 - レンジャーズ - ドジャース,
https://npb.jp/bis/players/71575139.html,奥浪　鏡,,右投右打,176cm／100kg,1995年8月29日,創志学園高,2013年ドラフト6位
https://npb.jp/bis/players/41545135.html,川端　崇義,,右投右打,176cm／80kg,1985年2月4日,東海大相模高 - 国際武道大 - JR東日本,2011年ドラフト8位
https://npb.jp/bis/players/61565132.html,角屋　龍太,,右投右打,175cm／75kg,1990年10月18日,富田高 - 名城大 - ジェイプロジェクト,2015年ドラフト8位
https://npb.jp/bis/players/63565134.html,Ｐ．コーク,,左投左打,185cm／95kg,1982年7月19日,サンウォーキーンデルタ大 - ヤンキース - タイガース - カブス - ブルージェイズ - ヤンキース - パイレーツ,
https://npb.jp/bis/players/51055130.html,髙木　伴,,右投右打,180cm／80kg,1990年6月1日,市立川口高 - 東京農業大 - NTT東日本,2014年ドラフト4位
https://npb.jp/bis/players/83785134.html,Ｇ．ヘルメン,,右投右打,185cm／90kg,1987年9月23日,ヒカヤグア高 - メッツ - カブス - ロッキーズ,
https://npb.jp/bis/players/13915132.html,Ｂ．モレル,,右投右打,185cm／100kg,1987年4月21日,カリフォルニア州工大 - ホワイトソックス - パイレーツ,
https://npb.jp/bis/players/21625118.html,八木　亮祐,,左投左打,180cm／78kg,1990年9月29日,享栄高,2008年ドラフト2位
https://npb.jp/bis/players/51153884.html,井口　資仁,,右投右打,178cm／91kg,1974年12月4日,国学院久我山高 - 青山学院大,1996年ドラフト1位
https://npb.jp/bis/players/81185118.html,猪本　健太郎,,右投右打,182cm／95kg,1990年12月23日,熊本・鎮西高,2008年育成選手ドラフト4位
https://npb.jp/bis/players/41345119.html,金森　敬之,,右投右打,183cm／87kg,1985年7月24日,東海大菅生高,2003年ドラフト6巡目
https://npb.jp/bis/players/41745133.html,黒沢　翔太,,右投右打,181cm／84kg,1988年8月5日,秩父高 - 城西国際大,2010年育成選手ドラフト1位
https://npb.jp/bis/players/13015134.html,Ｒ．サントス,,左投左打,173cm／79kg,1987年9月15日,マニュエルファハルドキューバ国立体育大 - キューバ・グランマ,
https://npb.jp/bis/players/21725118.html,柴田　講平,,左投左打,177cm／78kg,1986年7月17日,福岡工大城東高 - 国際武道大,2008年ドラフト2位
https://npb.jp/bis/players/83585114.html,Ｊ．スタンリッジ,,右投右打,191cm／110kg,1978年11月9日,ヒューイットトラスビル高 - デビルレイズ - レンジャーズ - レッズ - ロイヤルズ,
https://npb.jp/bis/players/81085130.html,田中　英祐,,右投右打,180cm／75kg,1992年4月2日,白陵高 - 京都大,2014年ドラフト2位
https://npb.jp/bis/players/73775134.html,Ｍ．ダフィー,,右投右打,191cm／98kg,1989年2月6日,テネシー大 - アストロズ,
https://npb.jp/bis/players/23725134.html,Ｊ．パラデス,,右投両打,191cm／91kg,1988年11月25日,エドガーメルセデスベースボールアカデミー - アストロズ - ロイヤルズ - オリオールズ - ブルージェイズ - フィリーズ,
https://npb.jp/bis/players/91495112.html,古谷　拓哉,,左投左打,180cm／74kg,1981年7月14日,駒大岩見沢高 - 駒沢大 - 日本通運,2005年大学生・社会人ドラフト5巡目
https://npb.jp/bis/players/93195135.html,Ｗ．ペーニャ,,右投右打,191cm／118kg,1982年1月23日,ラグナサラダ高 - レッズ - レッドソックス - ナショナルズ - ダイヤモンドバックス - マリナーズ,
https://npb.jp/bis/players/41345111.html,川﨑　宗則,,右投左打,180cm／75kg,1981年6月3日,鹿児島工,1999年ドラフト4位
https://npb.jp/bis/players/83585134.html,Ｋ．ジェンセン,,左投右打,190cm／109kg,1988年5月20日,セントメリーズカレッジ - ダイヤモンドバックス,
https://npb.jp/bis/players/01405133.html,星野　大地,,右投右打,180cm／87kg,1993年3月13日,岡山東商,2010年ドラフト4位
https://npb.jp/bis/players/71175133.html,阿部　俊人,,右投左打,180cm／73kg,1988年12月23日,花咲徳栄高 - 東北福祉大,2010年ドラフト3位
https://npb.jp/bis/players/31335130.html,伊東　亮大,,左投左打,194cm／92kg,1989年7月27日,桐光学園高 - 武蔵大 - 日本製紙石巻,2014年ドラフト7位
https://npb.jp/bis/players/21325137.html,大塚　尚仁,,左投左打,175cm／70kg,1994年10月13日,九州学院高,2012年ドラフト3位
https://npb.jp/bis/players/31535112.html,片山　博視,,左投左打,191cm／95kg,1987年4月19日,報徳学園高,2005年高校生ドラフト1巡目
https://npb.jp/bis/players/31735114.html,金刃　憲人,,左投左打,176cm／80kg,1984年4月10日,市立尼崎高 - 立命館大,2006年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/11715135.html,北川　倫太郎,,右投左打,185cm／82kg,1993年6月21日,明徳義塾高,2011年ドラフト5位
https://npb.jp/bis/players/21725131.html,小関　翔太,,右投右打,181cm／81kg,1991年9月6日,東筑紫学園高,2009年ドラフト3位
https://npb.jp/bis/players/11615130.html,福田　将儀,,右投右打,174cm／76kg,1992年4月17日,習志野高 - 中央大,2014年ドラフト3位
https://npb.jp/bis/players/31835135.html,武藤　好貴,,右投右打,178cm／74kg,1987年7月22日,札幌藻岩高 - 中京大 - JR北海道,2011年ドラフト1位
https://npb.jp/bis/players/71375131.html,岩尾　利弘,,右投左打,179cm／80kg,1987年7月20日,津久見高 - 別府大,2009年ドラフト3位
https://npb.jp/bis/players/71375117.html,上本　達之,,右投左打,186cm／93kg,1980年11月8日,宇部商 - 協和発酵,2002年ドラフト6巡目
https://npb.jp/bis/players/11515114.html,大﨑　雄太朗,,右投左打,169cm／75kg,1984年10月18日,常総学院高 - 青山学院大,2006年大学生・社会人ドラフト6巡目
https://npb.jp/bis/players/31535116.html,鬼﨑　裕司,,右投左打,177cm／77kg,1983年4月7日,佐賀工 - 関東学院大 - 富士重工,2007年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/33535134.html,Ｆ．ガルセス,,左投左打,180cm／82kg,1990年1月17日,エスクエラベイシカサイナグア高 - パドレス,
https://npb.jp/bis/players/01705117.html,木村　昇吾,,右投左打,183cm／78kg,1980年4月16日,尽誠学園高 - 愛知学院大,2002年ドラフト11巡目
https://npb.jp/bis/players/53555134.html,Ａ．キャンデラリオ,,右投右打,188cm／91kg,1982年5月28日,サンタクララ高 - メキシカンリーグ,
https://npb.jp/bis/players/31735137.html,佐藤　勇,,左投左打,182cm／85kg,1994年9月18日,光南高,2012年ドラフト5位
https://npb.jp/bis/players/13715134.html,Ｂ．シュリッター,,右投右打,195cm／106kg,1985年12月21日,チャールストンカレッジ - カブス,
https://npb.jp/bis/players/73075134.html,Ｓ．ファイフ,,右投右打,191cm／102kg,1986年10月4日,ユタ大 - ドジャース,
https://npb.jp/bis/players/71173886.html,飯山　裕志,,右投右打,178cm／78kg,1979年7月13日,れいめい高,1997年ドラフト4位
https://npb.jp/bis/players/21325133.html,榎下　陽大,,右投右打,178cm／77kg,1988年7月21日,鹿児島工 - 九州産業大,2010年ドラフト4位
https://npb.jp/bis/players/01305137.html,大谷　翔平,,右投左打,193cm／97kg,1994年7月5日,花巻東高,2012年ドラフト1位
